/* DATA DESCRIPTION:
Citation:	Parrenin, Frédéric; Masson-Delmotte, Valerie; Köhler, Peter; Raynaud, Dominique; Paillard, Didier; Schwander, Jakob; Barbante, Carlo; Landais, Amaelle; Wegner, Anna; Jouzel, Jean (2013): Antarctic Temperature Stack (ATS) from five different ice cores (EDC, Vostok, Dome Fuji, TALDICE, and EDML). PANGAEA, https://doi.org/10.1594/PANGAEA.810188, 
	In supplement to: Parrenin, F et al. (2013): Synchronous change of atmospheric CO2 and Antarctic temperature during the last deglacial warming. Science, 339(6123), 1060-1063, https://doi.org/10.1126/science.1226368
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Parameter(s):	AGE [ka BP] (Age) * GEOCODE * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * COMMENT: BP = 1950
	Temperature, calculated [°C] (T cal) * PI: Parrenin, Frédéric (https://orcid.org/0000-0002-9489-3991, frederic.parrenin@univ-grenoble-alpes.fr) * METHOD/DEVICE: stacked
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0)
Size:	40003 data points
*/
Age [ka BP]	T cal [°C]
-0.05	1.43
-0.03	1.07
-0.01	1.04
0.01	0.22
0.03	0.14
0.05	0.24
0.07	-0.01
0.09	-0.07
0.11	0.10
0.13	0.34
0.15	-0.16
0.17	-0.33
0.19	-0.39
0.21	-0.55
0.23	-0.41
0.25	-0.06
0.27	-0.07
0.29	-0.20
0.31	-0.24
0.33	0.16
0.35	0.51
0.37	0.35
0.39	-0.36
0.41	-0.29
0.43	-0.60
0.45	-0.15
0.47	-0.52
0.49	-0.30
0.51	-0.12
0.53	0.03
0.55	0.07
0.57	-0.06
0.59	0.07
0.61	0.13
0.63	0.05
0.65	-0.59
0.67	-0.84
0.69	-0.20
0.71	-0.57
0.73	-0.41
0.75	0.20
0.77	0.11
0.79	0.11
0.81	0.15
0.83	0.49
0.85	0.27
0.87	0.31
0.89	0.47
0.91	-0.04
0.93	-0.17
0.95	-0.55
0.97	0.16
0.99	0.04
1.01	0.17
1.03	0.50
1.05	0.16
1.07	-0.01
1.09	0.07
1.11	0.10
1.13	1.68
1.15	0.46
1.17	0.60
1.19	0.23
